SETTLEMENTDATE,TOTALDEMAND_VIC,TOTALDEMAND_NSW,TOTALDEMAND_QLD,TOTALDEMAND_SA,TOTALDEMAND_TAS
05-04-2020 15:00,4470.36,6033.74,5710.98,709.91,1031.07
05-04-2020 15:30,4509.68,6221.38,5933.01,696.79,1044.63
05-04-2020 16:00,4568.23,6483.22,6214.4,740.7,1073.44
05-04-2020 16:30,4705.23,6765.72,6495.83,817.78,1092.13
05-04-2020 17:00,4898.34,7149.72,6812.92,985.48,1150.21
05-04-2020 17:30,5093.87,7361.4,6938.78,1103.94,1247.69
05-04-2020 18:00,5290.91,7760.23,7119.58,1224.43,1296.5
05-04-2020 18:30,5458.86,8088.95,7304.95,1324.08,1320
05-04-2020 19:00,5550.2,7965.88,7313.5,1370.66,1325.49
05-04-2020 19:30,5400.3,7615.97,7150.02,1393.79,1293.55
05-04-2020 20:00,5211.8,7377.36,6981.71,1329.63,1264.76
05-04-2020 20:30,5078.05,7177.89,6790.04,1341.25,1250.05
05-04-2020 21:00,4943.27,7057.21,6570.71,1294.66,1238.4
05-04-2020 21:30,4815,6885.16,6461.24,1276.53,1200.94
05-04-2020 22:00,4720.37,6793.68,6264.05,1247.81,1167.42
05-04-2020 22:30,4578.47,6778.64,6187.81,1176.31,1134.84
05-04-2020 23:00,4524.94,6645.85,6129.82,1224.49,1092.48
05-04-2020 23:30,4689.54,6620.54,5966.53,1239.63,1064.45
06-04-2020 00:00,4661.18,6555.5,5724.77,1429.9,1041.59
06-04-2020 00:30,4539.89,6472.26,5574.87,1404.41,1029.58
06-04-2020 01:00,4405.61,6346.38,5442.37,1364.59,1032.86
06-04-2020 01:30,4263.49,6191.13,5396.75,1286.87,999.93
06-04-2020 02:00,4095.68,6063.54,5290.17,1232.81,992.64
06-04-2020 02:30,3980.86,5858.94,5286.95,1196.77,984.33
06-04-2020 03:00,3880.89,5729.62,5235.49,1182.37,984.54
06-04-2020 03:30,3838.77,5639.42,5244.72,1164.78,996.37
06-04-2020 04:00,3815.29,5608.9,5237.12,1146.35,1011.38
06-04-2020 04:30,3804.51,5695.17,5269.95,1142.42,1027.22
06-04-2020 05:00,3886.14,5802.15,5358.22,1135.33,1030.33
06-04-2020 05:30,4058.07,6003.95,5510.54,1159.18,1048.5
06-04-2020 06:00,4225.21,6248.84,5636.73,1171.08,1114.68
06-04-2020 06:30,4566.56,6595.87,5858.75,1213.59,1174.55
06-04-2020 07:00,4858.14,6886.39,5928.25,1277.1,1227.26
06-04-2020 07:30,5069.98,6940.76,5990.37,1310.83,1283.79
06-04-2020 08:00,5229.69,7024.66,5883.43,1314,1286.58
06-04-2020 08:30,5237.13,7061.67,5785.02,1282.09,1284.67
06-04-2020 09:00,5228.68,6953.26,5657.51,1213.7,1291.54
06-04-2020 09:30,5150.39,6835.56,5560.4,1137.24,1253.5
06-04-2020 10:00,5015.81,6692.06,5510.11,1052.81,1255.61
06-04-2020 10:30,4967.69,6700.15,5423.24,990.13,1223.3
06-04-2020 11:00,5032.06,6653.62,5298.17,976.28,1205.53
06-04-2020 11:30,5035.45,6663.17,5413.9,963.12,1163.98
06-04-2020 12:00,4983.19,6647.77,5460.54,979.28,1108.87
06-04-2020 12:30,5008.49,6691.63,5597.83,998,1120.76
06-04-2020 13:00,4986.6,6765.85,5673.47,976.84,1115.78
06-04-2020 13:30,5052.44,6828.77,5791.34,973.34,1083.07
06-04-2020 14:00,5070.31,6894.98,5809.86,978.22,1067.88
06-04-2020 14:30,4990.57,7008.38,5921.89,976.81,1078.98
06-04-2020 15:00,5024.26,7091.63,6108.23,971.24,1066.07
06-04-2020 15:30,5065.79,7182.77,6312.94,996.34,1059.02
06-04-2020 16:00,5107.32,7349.21,6591.8,1066.83,1032.14
06-04-2020 16:30,5235,7497.08,6843.71,1112.45,1109.19
06-04-2020 17:00,5443.35,7870.87,7164.14,1233.03,1145.23
06-04-2020 17:30,5626.76,8106.03,7294.03,1364.31,1210.66
06-04-2020 18:00,5948.94,8519.16,7374.55,1502.12,1285.58
06-04-2020 18:30,6077.6,8725.82,7447.05,1581.13,1325.86
06-04-2020 19:00,6100.74,8583.91,7481.2,1618.32,1327.87
06-04-2020 19:30,5894.28,8211.86,7241.77,1588.19,1311.45
06-04-2020 20:00,5743.81,7959.73,7137.17,1526.41,1294.91
06-04-2020 20:30,5571.09,7738.69,6994.65,1467.7,1275.6
06-04-2020 21:00,5388.66,7587.44,6760.78,1442.88,1246.43
06-04-2020 21:30,5232.8,7435.51,6392.82,1415.31,1211.35
06-04-2020 22:00,5076.27,7267.16,6386.84,1382.46,1175.32
06-04-2020 22:30,4914.9,7301.44,6294.64,1336.66,1169.27
06-04-2020 23:00,4791.5,7274.97,6197.86,1308.78,1130.41
06-04-2020 23:30,4967.29,7224.08,6024.55,1311.04,1109.77
07-04-2020 00:00,4931.51,7214.74,5810.72,1497.21,1087.52
07-04-2020 00:30,4734.54,7131.18,5640.75,1463.86,1077.81
07-04-2020 01:00,4570.56,6995.68,5509.24,1405.71,1066.7
07-04-2020 01:30,4400.3,6779.98,5423.34,1318.01,1057.82
07-04-2020 02:00,4226.66,6595.75,5354.45,1275.14,1050.63
07-04-2020 02:30,4107.86,6318.01,5340.64,1232.9,1048.8
07-04-2020 03:00,3997.06,6090.67,5298.79,1194.47,1055.85
07-04-2020 03:30,3945.53,6009.64,5276.96,1195.21,1047.31
07-04-2020 04:00,3916.14,5937.23,5282.3,1180.94,1037.29
07-04-2020 04:30,3916.77,5948.71,5312.82,1153.01,1032.33
07-04-2020 05:00,3951.06,6019.95,5375.12,1184.77,1068.59
07-04-2020 05:30,4095.64,6216.78,5529.27,1179.63,1094.04
07-04-2020 06:00,4231.84,6373.41,5621.21,1219.48,1128.48
07-04-2020 06:30,4557.21,6712.54,5825.89,1235.53,1179.82
07-04-2020 07:00,4832.05,6991.95,5974.45,1319.1,1231.71
07-04-2020 07:30,4996.76,7148.58,5981.07,1339.62,1289.09
07-04-2020 08:00,5175.53,7303.47,5894.55,1338.77,1344.04
07-04-2020 08:30,5282.44,7367.35,5846.32,1346.64,1335.93
07-04-2020 09:00,5264.72,7314.1,5730.67,1317.4,1328.92
07-04-2020 09:30,5197.3,7196.61,5618.92,1253.49,1294.65
07-04-2020 10:00,5030.27,7098.05,5509.02,1201.16,1245.42
07-04-2020 10:30,4947.2,7092.59,5479.86,1131.89,1190.62
07-04-2020 11:00,4992.42,7040.35,5518.57,1110.87,1156.51
07-04-2020 11:30,4922.2,7027.4,5461.67,1121.54,1128.12
07-04-2020 12:00,4907.3,6996.55,5491.17,1091.67,1107.07
07-04-2020 12:30,4921.24,7131.28,5583.75,1104.84,1122.74
07-04-2020 13:00,4945.35,7149.63,5655.83,1139.28,1135.92
07-04-2020 13:30,4992.48,7158.84,5744.34,1143.44,1139.85
07-04-2020 14:00,5016.84,7159.46,5859.98,1111.72,1140.97
07-04-2020 14:30,5008.18,7227.2,6000.6,1111.58,1158.77
07-04-2020 15:00,5093.86,7210.86,6119.4,1064.12,1157.55
07-04-2020 15:30,5157.58,7290.17,6318.96,1059.95,1152.32
07-04-2020 16:00,5172.95,7448.54,6555.42,1058.93,1170.07
07-04-2020 16:30,5265.58,7548.81,6725.7,1099.56,1165.7
07-04-2020 17:00,5443.82,7769.98,7016.1,1164.99,1211.4
07-04-2020 17:30,5609,8096.62,7101.69,1296.89,1272.45
07-04-2020 18:00,5919.52,8516.74,7248.63,1406.25,1315.84
07-04-2020 18:30,6053.1,8723.16,7356.28,1523.4,1352.15
07-04-2020 19:00,6037.21,8558.61,7398.18,1539.32,1355.56
07-04-2020 19:30,5864.75,8160.8,7164.61,1543.3,1333.96
07-04-2020 20:00,5653.56,7876.65,7034.17,1511.56,1287.74
07-04-2020 20:30,5487.05,7710.59,6842.83,1464.1,1275.11
07-04-2020 21:00,5377.35,7541.74,6656.84,1439.07,1259.57
07-04-2020 21:30,5183.93,7401.38,6486.32,1404.06,1211.86
07-04-2020 22:00,5029.95,7263.17,6341.11,1354.79,1173.16
07-04-2020 22:30,4823.18,7391.34,6290.83,1316.08,1160.21
07-04-2020 23:00,4745.49,7259.96,6156.46,1286.84,1124.54
07-04-2020 23:30,4876.07,7254.83,5965.98,1293.52,1101.44
08-04-2020 00:00,4849.3,7234.25,5806.57,1489.65,1087.55
08-04-2020 00:30,4638.77,7104.16,5660.67,1456.24,1081.86
08-04-2020 01:00,4487.92,6921.41,5538.15,1400.03,1055.73
08-04-2020 01:30,4338.59,6754.7,5426.21,1302.52,1027.28
08-04-2020 02:00,4155.92,6543.91,5373.4,1241.61,1013.67
08-04-2020 02:30,3984.7,6273.33,5388.41,1186.18,1010.51
08-04-2020 03:00,3900.64,6088.53,5350.74,1176,1007.98
08-04-2020 03:30,3825.55,5955.59,5305.99,1147.27,1007.87
08-04-2020 04:00,3777.86,5846.51,5338.57,1118.06,990.36
08-04-2020 04:30,3808.94,5907.87,5370.81,1101.3,990.58
08-04-2020 05:00,3852.04,5951.73,5451.89,1110.53,1032.47
08-04-2020 05:30,3916.24,6131.76,5562.62,1108.12,1050.19
08-04-2020 06:00,4059.22,6308.53,5706.12,1146.51,1084.4
08-04-2020 06:30,4342.4,6701.32,5882.64,1188.44,1138.84
08-04-2020 07:00,4582,6935.67,6035.36,1260.15,1159.69
08-04-2020 07:30,4729.47,7085.24,6087.38,1283.31,1199.41
08-04-2020 08:00,4851.29,7280.52,6007.2,1301.38,1251.02
08-04-2020 08:30,4914.54,7379.84,5976.39,1226.36,1251.98
08-04-2020 09:00,4864.86,7353.96,5913.34,1225.92,1243.51
08-04-2020 09:30,4733.81,7370.63,5849.35,1154.54,1231.23
08-04-2020 10:00,4568.85,7347.43,5849.76,1036.97,1200.67
08-04-2020 10:30,4378.81,7418.5,5902.85,922.11,1158.96
08-04-2020 11:00,4284.45,7415.3,5958.08,819.41,1153.72
08-04-2020 11:30,4241.67,7391.43,5900.68,743.69,1127.15
08-04-2020 12:00,4310.48,7432.41,5811.58,677.12,1077.32
08-04-2020 12:30,4291.03,7482.68,5815.19,660.38,1065.46
08-04-2020 13:00,4235.31,7541.81,5928.33,648.5,1065.36
08-04-2020 13:30,4163.79,7468.32,6141.65,646.29,1070.92
08-04-2020 14:00,4194.51,7460.76,6255.21,660.63,1071.09
08-04-2020 14:30,4231.41,7401.2,6337.07,700.44,1073.67
08-04-2020 15:00,4278.85,7378.95,6453.39,737.8,1063.48
08-04-2020 15:30,4328.99,7467.05,6510.25,772.9,1071.21
08-04-2020 16:00,4406.44,7577.05,6598.88,839.34,1069.52
08-04-2020 16:30,4516.53,7667.06,6740.61,941.77,1094.57
08-04-2020 17:00,4753.09,7909.42,6931.55,1036.81,1118.42
08-04-2020 17:30,4974.74,8178.54,7005.83,1190.22,1173.23
08-04-2020 18:00,5268.81,8556.83,7210.38,1356.77,1229.05
08-04-2020 18:30,5489.58,8639.7,7323.07,1465.81,1297.03
08-04-2020 19:00,5549.81,8403.39,7254.84,1541.34,1273.03
08-04-2020 19:30,5383.1,8079.88,7069.88,1552.42,1260.33
08-04-2020 20:00,5197.03,7910.92,6946.8,1521.78,1260.04
08-04-2020 20:30,5074.89,7725.94,6821.86,1468.91,1236.18
08-04-2020 21:00,4959.88,7491.51,6625.36,1453.42,1232.03
08-04-2020 21:30,4791.9,7408.16,6465.16,1430.63,1193.28
08-04-2020 22:00,4684.6,7267.31,6326.67,1392.06,1171.52
08-04-2020 22:30,4549.78,7362.71,6273.74,1347.78,1159.08
08-04-2020 23:00,4455.94,7231.43,6159.7,1318.37,1140.09
08-04-2020 23:30,4629.69,7207.29,5923.44,1300.66,1114.45
09-04-2020 00:00,4640.09,7212.69,5731.1,1472.78,1120.91
09-04-2020 00:30,4476.72,7076.85,5599.15,1437.09,1105.88
09-04-2020 01:00,4343.72,6954.95,5508.54,1407.64,1075.39
09-04-2020 01:30,4257.51,6747.24,5412.28,1303.6,1071.69
09-04-2020 02:00,4082.83,6578.11,5344.57,1246.16,1051.83
09-04-2020 02:30,3923.36,6237.91,5335.15,1189.71,1042.25
09-04-2020 03:00,3837.5,6085.44,5311.73,1180.05,1044.62
09-04-2020 03:30,3852.99,5895.57,5263.7,1171.61,1044.78
09-04-2020 04:00,3846.19,5844.3,5296.57,1140.31,1047.24
09-04-2020 04:30,3882.29,5895.24,5345.84,1136.72,1065.09
09-04-2020 05:00,3932.37,5952.82,5434.44,1132.52,1071.68
09-04-2020 05:30,4054.76,6161.08,5536.43,1127.48,1114.3
09-04-2020 06:00,4233.69,6341.39,5682.54,1167.61,1151.74
09-04-2020 06:30,4504.96,6751.33,5856.06,1193.14,1213.77
09-04-2020 07:00,4760.49,6941.45,6003.45,1237.65,1251.47
09-04-2020 07:30,4907.46,7128.25,6111.88,1267.75,1311.79
09-04-2020 08:00,4983.59,7322.63,6135.92,1290.69,1337.59
09-04-2020 08:30,4950.13,7376.72,6087.28,1217.03,1327.99
09-04-2020 09:00,4854.24,7367.44,5972.61,1180.25,1318.49
09-04-2020 09:30,4697.91,7328.18,5903.38,1077.98,1310.86
09-04-2020 10:00,4452.84,7283.2,5821.22,967.54,1265.02
09-04-2020 10:30,4272.46,7184.89,5666.85,887.08,1184.27
09-04-2020 11:00,4211.82,7119.12,5668.14,834.34,1166.44
09-04-2020 11:30,4112.74,7169.49,5659.01,776.59,1117.55
09-04-2020 12:00,4111.25,7227.58,5674.99,739.11,1091.07
09-04-2020 12:30,4110,7218.4,5770.68,717.83,1092.15
09-04-2020 13:00,4081.34,7320.41,5735.94,714.29,1073.01
09-04-2020 13:30,4097.4,7289.87,5853.69,706.6,985.79
09-04-2020 14:00,4122.55,7288.94,6059.72,718.12,1003.41
09-04-2020 14:30,4150.85,7275.65,6095.26,735.91,1013.11
09-04-2020 15:00,4198.83,7334.74,6139.16,787.59,1026.81
09-04-2020 15:30,4309.04,7377.41,6223.97,829.96,1034.85
09-04-2020 16:00,4448.92,7443.67,6354.21,910.99,1045.97
09-04-2020 16:30,4633.53,7588.1,6604.54,1007.15,1058.36
09-04-2020 17:00,4889.19,7778.3,6789.48,1115.58,1092.02
09-04-2020 17:30,5103.15,7971.73,6925.48,1245.19,1141.34
09-04-2020 18:00,5365.74,8335.89,7177.33,1400.68,1187.09
09-04-2020 18:30,5526.11,8536.62,7271.72,1514.06,1183.45
09-04-2020 19:00,5571.97,8419.61,7251.67,1571.27,1161.95
09-04-2020 19:30,5423.85,8112.76,7085.74,1586.37,1115.11
09-04-2020 20:00,5293.85,7843.74,6971.55,1550.01,1084.7
09-04-2020 20:30,5100.67,7687.78,6803.6,1525.21,1067.89
09-04-2020 21:00,5013.92,7491.35,6645.91,1483.23,1039.86
09-04-2020 21:30,4877.23,7384.5,6449.31,1448.06,1040.94
09-04-2020 22:00,4752.85,7275.43,6316.25,1422.58,1025.59
09-04-2020 22:30,4635.42,7376.75,6251.96,1386.96,992.12
09-04-2020 23:00,4533.53,7281.33,6153.89,1368.81,972.38
09-04-2020 23:30,4751.19,7240.66,5968.68,1372.41,942.78
10-04-2020 00:00,4741.8,7201.84,5751.2,1540.28,951.65
10-04-2020 00:30,4497.8,7071.2,5576.64,1495.84,943.18
10-04-2020 01:00,4360.11,6914.9,5438.23,1437.85,944.53
10-04-2020 01:30,4188.36,6716.49,5346.76,1330.47,955
10-04-2020 02:00,3979.06,6518.5,5309.31,1258.7,970.25
10-04-2020 02:30,3837.38,6217.11,5247.2,1215.33,992.48
10-04-2020 03:00,3750.1,6036.49,5231.68,1174.87,997.51
10-04-2020 03:30,3446.64,5887.83,5210.06,1136.29,990.39
10-04-2020 04:00,3507.32,5780.88,5195.54,1146.39,978.75
10-04-2020 04:30,3563.28,5752.5,5197.56,1103.78,959.96
10-04-2020 05:00,3614.05,5750.44,5213.56,1070,969.66
10-04-2020 05:30,3630.6,5779.23,5246.7,1066.09,992.36
10-04-2020 06:00,3685.34,5843.63,5272.81,1081.3,994.11
10-04-2020 06:30,3729.11,6015.48,5300.47,1067.45,1003.81
10-04-2020 07:00,3775.8,6065.79,5331.8,1086.72,1003.76
10-04-2020 07:30,3747.7,6230.9,5348.41,1051.53,1014.21
10-04-2020 08:00,3855.58,6393.3,5284.05,1003.57,1040.6
10-04-2020 08:30,3877.91,6568.36,5284.46,931.27,1083.8
10-04-2020 09:00,3867.68,6730.53,5287.41,842.56,1072.33
10-04-2020 09:30,3804.52,6916.43,5268.53,791.46,1088.79
10-04-2020 10:00,3661.32,7002.39,5325.27,756.97,1082.72
10-04-2020 10:30,3531.02,7071.44,5289.28,663.56,1081.53
10-04-2020 11:00,3547.91,7049.26,5344.45,645.71,1086.33
10-04-2020 11:30,3788.93,7022.06,5503.16,730.04,1067.94
10-04-2020 12:00,3893.1,7052,5553.8,617.08,1059.38
10-04-2020 12:30,3872.09,6980.39,5550.98,678.19,1056.81
10-04-2020 13:00,3700.53,6945.12,5560.4,900.16,1063.99
10-04-2020 13:30,3552.33,6591.88,5622.67,906.44,1053.23
10-04-2020 14:00,3438.06,6469.26,5612.78,821.07,1052.74
10-04-2020 14:30,3547.15,6373.19,5611.27,663.86,1041.1
10-04-2020 15:00,3521.18,6327.16,5725.77,627.16,1046.41
10-04-2020 15:30,3489.77,6591.81,5819.13,724.06,1037.52
10-04-2020 16:00,3620.29,6740.35,5963.04,855.11,1033.3
10-04-2020 16:30,3852.38,6932.09,6081.39,884.5,1047.02
10-04-2020 17:00,4076.23,7309.8,6364.5,961.08,1103.13
10-04-2020 17:30,4400.59,7603.78,6563.76,1093.74,1149.46
10-04-2020 18:00,4675.07,8003.2,6839.72,1239.08,1154.31
10-04-2020 18:30,4910.18,8115.61,6940.06,1309.95,1175.47
10-04-2020 19:00,4919.63,7996.35,6951.2,1344.45,1168.21
10-04-2020 19:30,4736.59,7712.21,6803.85,1287.97,1126.86
10-04-2020 20:00,4566.14,7458.31,6654.52,1270.87,1098.44
10-04-2020 20:30,4382.66,7257.05,6589.74,1210.19,1072
10-04-2020 21:00,4261.88,7115.12,6429.68,1200.81,1056.26
10-04-2020 21:30,4170.4,7022.12,6296.86,1134.84,1023.95
10-04-2020 22:00,4064.99,6910.77,6189.3,1128.35,1002.68
10-04-2020 22:30,3888.94,7001.54,6107.74,1100.84,982.13
10-04-2020 23:00,3922.42,6977.03,6048.25,1058.05,953.07
10-04-2020 23:30,4210.54,6950.53,5884.84,1040.88,944.34
11-04-2020 00:00,4229.42,6881.91,5677.08,1231.18,924.65
11-04-2020 00:30,4006.52,6773.15,5532.38,1205.89,917.52
11-04-2020 01:00,3867.13,6654.73,5374.27,1161.24,897.82
11-04-2020 01:30,3710.23,6419.09,5304.18,1095.8,888.69
11-04-2020 02:00,3540.5,6165.17,5245.73,1045.16,870.23
11-04-2020 02:30,3363.52,5886.33,5213.06,992.19,872.79
11-04-2020 03:00,3273.99,5669.81,5190.75,987.31,875.03
11-04-2020 03:30,3164.01,5526.57,5186.95,952.46,884.76
11-04-2020 04:00,3135.87,5502.5,5121.55,936.36,868.67
11-04-2020 04:30,3122.89,5437.81,5132.11,905.51,863.82
11-04-2020 05:00,3094.45,5392.1,5152.45,904.31,871.2
11-04-2020 05:30,3173.69,5446.22,5220.31,893.9,901.56
11-04-2020 06:00,3237.02,5565.44,5263.91,929.41,908.39
11-04-2020 06:30,3298.93,5676.82,5286.01,932.02,924.78
11-04-2020 07:00,3373.63,5743.89,5304.91,953.85,946.46
11-04-2020 07:30,3416.54,5833.32,5245.95,908.1,989.83
11-04-2020 08:00,3453.47,5892.97,5166.98,929.11,1095.15
11-04-2020 08:30,3495.83,5959.8,5193.6,921.59,1051.34
11-04-2020 09:00,3444.06,5992.51,5168.12,911.41,1045.41
11-04-2020 09:30,3405.8,5956.92,5074.07,834.12,1073.8
11-04-2020 10:00,3381.92,5888.58,5041.92,837.42,1046.11
11-04-2020 10:30,3284.54,5829.38,4985.25,725.88,1046.6
11-04-2020 11:00,3390.46,5823.79,4942.98,688.38,1041.38
11-04-2020 11:30,3470.78,5700.31,5042.13,652.15,1049.04
11-04-2020 12:00,3426.59,5748.43,5145.79,655.22,1029.47
11-04-2020 12:30,3430.25,5774.56,5216.14,611.03,1029.83
11-04-2020 13:00,3411.59,5785.77,5241,564.31,1020.52
11-04-2020 13:30,3469.46,5768.99,5303.74,541.28,1009.48
11-04-2020 14:00,3666.64,5840.21,5370.43,515.6,995.01
11-04-2020 14:30,3617.46,5916.12,5509.71,503.67,993.74
11-04-2020 15:00,3628.76,6006.71,5688.93,528.79,998.99
11-04-2020 15:30,3714.37,6201.77,5867.99,593.5,1001.76
11-04-2020 16:00,3866.24,6414.62,6126.7,685.63,1033.01
11-04-2020 16:30,4033.08,6710.09,6333.64,776.44,1038.29
11-04-2020 17:00,4265.91,7080.59,6633.11,859.91,1064.17
11-04-2020 17:30,4588.67,7342.93,6761.11,1010.68,1130.69
11-04-2020 18:00,4914.38,7794.25,7004.7,1204.44,1198.31
11-04-2020 18:30,5162.26,8093.91,7138.61,1355.59,1216.19
11-04-2020 19:00,5226.27,8008.69,7120.74,1406.71,1231.51
11-04-2020 19:30,5028.68,7704.15,6910.98,1425.54,1204.25
11-04-2020 20:00,4891.55,7461.25,6756.31,1393.88,1178.92
11-04-2020 20:30,4753.44,7306.55,6659.21,1350.85,1085.13
11-04-2020 21:00,4657.87,7177.69,6448.87,1318.62,1067.6
11-04-2020 21:30,4575.63,7027.47,6322.22,1298.06,1125.97
11-04-2020 22:00,4479.32,6938.37,6189.06,1287.68,1131.05
11-04-2020 22:30,4339.17,7012.36,6106.83,1283.26,1061.88
11-04-2020 23:00,4282.93,6862.27,6044.09,1250.82,1031.98
11-04-2020 23:30,4428.42,6830.11,5880.48,1266.45,1000.89
12-04-2020 00:00,4437.73,6729.58,5678.79,1455.25,1013.36
12-04-2020 00:30,4264.98,6547.96,5513.05,1412.12,986.42
12-04-2020 01:00,4105.63,6475.71,5400.58,1373.8,960.1
12-04-2020 01:30,3995.07,6220.73,5309.71,1289.17,953.33
12-04-2020 02:00,3830.2,5990.36,5250.01,1228.74,950.14
12-04-2020 02:30,3676.31,5768.28,5177.62,1171.14,928.37
12-04-2020 03:00,3562.15,5692.65,5145.57,1131.1,937.47
12-04-2020 03:30,3481.65,5627.93,5109.43,1085.25,927.56
12-04-2020 04:00,3394.72,5564.33,5111.43,1075.58,932.73
12-04-2020 04:30,3395.53,5564.54,5123.24,1078.19,931.79
12-04-2020 05:00,3388.98,5590.31,5109.01,1061.52,955.49
12-04-2020 05:30,3402.51,5617.54,5136.97,1051.88,967.74
12-04-2020 06:00,3441.96,5730,5154.46,1061.57,979.19
12-04-2020 06:30,3562.64,5804.52,5133.38,1082.81,998.81
12-04-2020 07:00,3610.14,5927.2,5113.11,1082.78,1003.62
12-04-2020 07:30,3642.27,5927.76,5048.34,1079.92,1026.94
12-04-2020 08:00,3776.07,5985.27,4906.33,1086.25,1023.38
12-04-2020 08:30,3864.33,6005.37,4862.45,1076.62,996.23
12-04-2020 09:00,3941.37,5989.14,4757.72,1055,979.42
12-04-2020 09:30,3936.59,5897.63,4705.08,1016.44,974.47
12-04-2020 10:00,3860.23,5796.07,4638.11,986.14,1001
12-04-2020 10:30,3959.95,5710.18,4565.31,907.27,974.51
12-04-2020 11:00,4069.95,5615.86,4505.28,838.46,958.31
12-04-2020 11:30,4109.75,5532.6,4488.14,744.45,937.83
12-04-2020 12:00,4098.42,5503.99,4480.52,653.75,973.85
12-04-2020 12:30,4197.94,5528,4566.1,605.09,1004.49
12-04-2020 13:00,4105.02,5524.01,4655.41,567.84,996.06
12-04-2020 13:30,4164.46,5519.75,4721.77,517.04,973.33
12-04-2020 14:00,4094.3,5521.6,4838.54,518.6,946.88
12-04-2020 14:30,4132.46,5576.22,4986.14,532.8,949.37
12-04-2020 15:00,4161.84,5692.37,5201.51,583.11,964.02
12-04-2020 15:30,4270,5926.18,5448.4,652.69,978.59
12-04-2020 16:00,4428.54,6184.83,5703.59,840.31,1007.02
12-04-2020 16:30,4617.45,6517.28,6018.6,983.71,1048.41
12-04-2020 17:00,4884.94,6932.8,6358.89,1096.85,1096.84
12-04-2020 17:30,5197.79,7257.47,6572.53,1256.88,1155.65
12-04-2020 18:00,5455.71,7779.19,6719.86,1362.62,1210.64
12-04-2020 18:30,5574.86,8122.55,6828.27,1446.56,1223.67
12-04-2020 19:00,5525.25,7947.18,6844.59,1497.17,1221.25
12-04-2020 19:30,5341.3,7659.39,6637.48,1477.8,1197.44
12-04-2020 20:00,5199.27,7439.86,6491.16,1424.23,1182.69
12-04-2020 20:30,5062.08,7312.81,6387.54,1362.48,1167.35
12-04-2020 21:00,4935.79,7184.63,6180.87,1334.36,1146.75
12-04-2020 21:30,4829.31,7085.82,6126.45,1306.02,1132.12
12-04-2020 22:00,4738.91,6991.64,6000.82,1272.1,1111.83
12-04-2020 22:30,4605.42,6981.5,5941.81,1256.18,1090.3
12-04-2020 23:00,4513.96,6889.79,5837.72,1233.93,1073.51
12-04-2020 23:30,4674.45,6850.85,5694.98,1248.45,1019.4
13-04-2020 00:00,4679.95,6776.14,5513.9,1455.22,977.45
13-04-2020 00:30,4500.3,6635.52,5419.28,1416.17,1019.06
13-04-2020 01:00,4321.64,6488.23,5260.65,1354.15,1008.17
13-04-2020 01:30,4174.54,6383.84,5166.55,1267.93,1002.02
13-04-2020 02:00,4012.88,6158.63,5128.76,1193.36,1008.66
13-04-2020 02:30,3840.76,5901.47,5102.12,1160.37,1018.98
13-04-2020 03:00,3755.21,5740.63,5056.36,1135.45,1014.81
13-04-2020 03:30,3700.13,5683.21,5058.02,1100.08,1008.46
13-04-2020 04:00,3622.24,5617.52,5076.21,1075.81,1026.92
13-04-2020 04:30,3653.82,5672.41,5076.11,1063.71,1014.99
13-04-2020 05:00,3638.77,5658.17,5103.08,1052.04,1026.03
13-04-2020 05:30,3717.11,5760.81,5148.99,1042.25,1051.48
13-04-2020 06:00,3778.93,5856.77,5186.31,1038.92,1062.86
13-04-2020 06:30,3923.74,6011.98,5218.67,1049.8,1089.1
13-04-2020 07:00,4046.35,6114.06,5194.54,1069.03,1096.38
13-04-2020 07:30,4040.99,6081.45,5170.99,1063.21,1113.37
13-04-2020 08:00,4132.96,6101.97,5063.4,1053.88,1152.07
13-04-2020 08:30,4244.8,6096.59,4937.98,991.31,1151.91
13-04-2020 09:00,4177.99,6044.56,4876.91,902.51,1155.55
13-04-2020 09:30,4189.23,6041.86,4785.22,830.48,1184.65
13-04-2020 10:00,4119.43,5933.78,4745.21,739.46,1183.44
13-04-2020 10:30,4022.22,5870.82,4658.91,662.06,1178.38
13-04-2020 11:00,3882.78,5856.2,4616.59,594.2,1174.39
13-04-2020 11:30,3821.27,5832.8,4667.57,564.44,1113.86
13-04-2020 12:00,3672.75,5841.89,4683.27,544.37,1146.32
13-04-2020 12:30,3593.15,5834.23,4763.67,518.94,1175.02
13-04-2020 13:00,3483.32,5847.57,4835.18,532.6,1176.69
13-04-2020 13:30,3434.95,5878.55,4891.01,539.06,1152.62
13-04-2020 14:00,3401.59,5894.17,4986.61,547.86,1165.44
13-04-2020 14:30,3447.65,5990.48,5141.84,587.48,1174.67
13-04-2020 15:00,3517.76,6117.57,5354.37,624.71,1170.56
13-04-2020 15:30,3658.72,6273.53,5605.03,704.63,1187.05
13-04-2020 16:00,3848.02,6545.25,5888.87,787.64,1213.62
13-04-2020 16:30,4055.33,6815.81,6204.72,904.31,1228.69
13-04-2020 17:00,4398.56,7128.57,6529.57,1056.35,1287.09
13-04-2020 17:30,4751.97,7559.18,6756.48,1249.61,1323.37
13-04-2020 18:00,5132.12,7994.87,6959.59,1393.86,1364.87
13-04-2020 18:30,5356.68,8237.26,7017.77,1447.88,1366.39
13-04-2020 19:00,5416.64,8073.89,7000.54,1500.57,1354.66
